true,pred,confidence,text,reason
refund_request,billing_problem,0.375,I was charged XXXX XXXX various of time for overdraft fee in XXXX day even for transaction has low as XXXX cents even when the account wasn…,refund vs billing overlap
refund_request,billing_problem,0.293,I contacted Discover in XXXX and XXXXXXXX XXXX XXXXXXXX to dispute all transactions made on my account for the time period of XX/XX/XXXX th…,weak delivery cues
app_bug,billing_problem,0.893,"On XX/XX/XXXX, I obtained a Citi XXXX XXXX for {$7200.00} via my Citibank credit card at an interest rate of 6.99 % for 24 months. I contin…",vague app wording
refund_request,billing_problem,0.516,"I had an issue with fraud on my account that took months to deal with and was finally resolved with cfpb, but there is still one more issue…",refund vs billing overlap
app_bug,billing_problem,0.507,I have been having problems with my credit card payments with Bank of America. Each time I try to make payment I either have to call to res…,refund vs billing overlap
other,app_bug,0.248,"My name is XXXX XXXX, XXXX of XXXX XXXX Kindly see attached the response from Chase Bank dated XX/XX/2023, I would like to explain what tra…",vague app wording
app_bug,billing_problem,0.411,I have an auto pay set up through my regular checking account bank. The credit card through another bank is not applying those payments in …,vague app wording
billing_problem,refund_request,0.266,On XX/XX/year> I had received an approval email from a person named XXXX who was from The XXXX XXXX. I had been attempting to apply to diff…,vague app wording
delivery_issue,billing_problem,0.261,On XXXX I mailed a {$1600.00} ( title agency ) check to comenity bank to pay off my XXXX  XXXX  account. At that time I wasnt aware that XX…,vague app wording
delivery_issue,refund_request,0.267,"I am complaining that Kraken, a regulated United States exchange,  who has processed payments from my account to possible fraudulent third …",weak delivery cues
billing_problem,refund_request,0.294,I have been receiving unemployment benefits from EDD since the start of the pandemic. There has been {$4600.00} stolen from my EDD Bank of …,vague app wording
delivery_issue,refund_request,0.278,I lost my card and the operater told me the replacement card would be 5-7 business days and today the XXXX of XXXX is XXXX business days. N…,low confidence
billing_problem,refund_request,0.239,"XX/XX/2020 Sent threatening message via a direct XXXX message about expressing my political beliefs. Person says they are 4,000 people stro…",vague app wording
app_bug,refund_request,0.475,"On XX/XX/2022, my brother provided my name and number to a guy that was selling a top for my XXXX XXXX on XXXX. He found the guy in a priva…",refund vs billing overlap
delivery_issue,refund_request,0.264,"On Monday, XX/XX/year>, I went to an outdoor ATM ( my institution ) to make a deposit. The ATM kept my {$140.00} cash deposit and didn't is…",vague app wording
app_bug,billing_problem,0.318,"XXXX XXXX XXXX XXXX XXXX for Chase Sapphire Reserve : XX/XX/year> - after calling to confirm benefits, filed claim for reimbursement on non…",refund vs billing overlap
app_bug,refund_request,0.383,About XXXX unauthorized transactions were made against my Chase checking from a website called XXXX XXXX totaling XXXX {$3000.00} which lef…,vague app wording
other,app_bug,0.278,Signing up to XXXX and I am not able to link my bank account so that I may add funds to my account to begin investing. When trying to do so…,vague app wording
delivery_issue,other,0.268,"This is a fraudulent account that I'm trying to close. In the mail, I received a card from NETSPEND with a routing number, accounting numbe…",vague app wording
billing_problem,refund_request,0.392,On the date of XX/XX/2020 there was fraud committed on my XXXX debit card issued by Bank of America. I had XXXX $ withdrawn from an area fa…,low confidence
app_bug,refund_request,0.388,"I applied for a online loan, and the company transferred my info to another company. The thiefs used software to mimic the real loan compan…",refund vs billing overlap
app_bug,billing_problem,0.298,"I opened this account with Capital One in XXXX. Since then I have made 100 % of my payments. Earlier this month, XXXX, I linked my savings …",vague app wording
other,refund_request,0.321,"I made a claim to Wells Fargo on XX/XX/year>, about unauthorized transactions on my account. I was on the phone with them for several hours…",vague app wording
billing_problem,refund_request,0.447,Have bought clothes from XXXX XXXX on XXXX for XXXX dollars and then when i received them I did not like the poor quality so I returned the…,refund vs billing overlap
other,refund_request,0.268,I thought I was investing in a XXXX XXXX XXXX  XXXX XXXX XXXX XXXX and transferred {$50000.00} USD from Ally Bank. I was never able to get …,low confidence
billing_problem,app_bug,0.261,To Chase Bank RE : Form 1099-C Cancellation of Debt I know that reading my credit report that you say i have a chargeoff which is debt that…,low confidence
refund_request,billing_problem,0.281,On XXXX XXXX I happened to search internet for finding XXXX XXXX XXXX for connecting my TV for XXXX XXXX XXXX XXXX since XXXX kept sending …,refund vs billing overlap
other,refund_request,0.223,I been locked out of account for 5 months and it took them 3 months to send me a letter to resolve the matter ( Affidavit of identity ) I f…,vague app wording
app_bug,refund_request,0.34,"Back in XX/XX/2021, I purchased an XXXX from a 3rd party on XXXX website. When I received the XXXX it was defective and did not work proper…",refund vs billing overlap
other,billing_problem,0.278,"I noticed an account on my credit bureau that was showing derogatory on my files. The account belonged to HSBC bank, so I called the phone …",vague app wording
other,app_bug,0.253,On XX/XX/XXXX I noticed a transfer for XXXX to a simple non migrated account.  We called on XX/XX/XXXX and have called multiple times since…,low confidence
app_bug,refund_request,0.404,On XX/XX/year> one of my phones was stolen. I was able to track it down and get it back but once I went through it I realized that somebody…,low confidence
refund_request,billing_problem,0.397,I was charged {$320.00} in overdraft fees ( 9 fees for {$36.00} each ) over a 3-day period by U.S. Bank because automatic payments cleared …,refund vs billing overlap
refund_request,billing_problem,0.374,"A LITTLE OVER A YEAR AGO ON XXXX XXXX, 2014 I NOTICED A CHARGE I DID N'T KNOW WHERE IT WAS TO SO I CALLED ( XXXX ) & ASKED THEM WHY HAD THE…",refund vs billing overlap
delivery_issue,refund_request,0.321,"I have a XXXX XXXX, and they reach out to me for XXXX, but the person who reach out to me where out of town and need to be XXXX  before the…",weak delivery cues
app_bug,billing_problem,0.427,I had opened a CFPB case XXXX with information. Bank of America closed that even after i provided valid data. I am opening a new case and a…,refund vs billing overlap
billing_problem,refund_request,0.334,"I opened a account with JP Morgan Chase Bank in XX/XX/XXXX, and deposited {$25000.00}, loan from XXXX XXXX XXXX It was to help my children …",vague app wording
delivery_issue,refund_request,0.25,"An international wire which was initiated on XX/XX/XXXX and had a XX/XX/XXXX value date, has been rejected by Wells Fargo on XX/XX/XXXX des…",low confidence
app_bug,refund_request,0.324,I have been banking with BOA for some time now. On I checked my account balance and noticed that my account was overdrawn due to a recurrin…,refund vs billing overlap
other,app_bug,0.291,This is a continuation of complaint ID XXXX. The same issue is happening again where I referred another new user to Bilt on XX/XX/year>XXXX…,vague app wording
other,app_bug,0.23,My card says its invalid when I typed in the card numbers. This card is for my unemployment benefits from the covid19 virus. I need a new c…,low confidence
app_bug,billing_problem,0.485,"In XXXX, XXXX XXXX XXXX XXXX XXXX, the XXXX woman XXXX : XXXX XXXX has sent multiple negotiable instruments monthly to Discover Card Servic…",weak delivery cues
billing_problem,refund_request,0.249,I made a digital deposit of {$1000.00} yesterday XX/XX/year>. {$400.00} of that was made available right away. I proceeded to make a bill p…,vague app wording
other,refund_request,0.416,On XX/XX/year> I was going to send some money to a crypto forum and it showed that it was pending then I decided not too so I called Bank o…,vague app wording
other,app_bug,0.282,"In the month of XX/XX/2022, I was befriended by an attractive woman name, XXXX XXXX XXXX, on XXXX. She has sent personal messages and I had…",vague app wording
billing_problem,refund_request,0.399,"On XX/XX/2018 a little after XXXX on a Sunday I went to Td bank located on XXXX and  XXXX XXXX in XXXX XXXX XXXX, NY to deposit money into …",vague app wording
billing_problem,refund_request,0.293,so I have been fighting this with pay pal credit for a year and half I have proof from XXXX there was tampering with this computer and my w…,low confidence
other,refund_request,0.221,XX/XX/XXXX I went into Navy Federal Credit Union to cash a third party check through my Navy Federal account. Prior to going Navy Federal I…,low confidence
billing_problem,app_bug,0.329,"In early XX/XX/2019, I was targeted for a promotion [ Citibank promotion #  XXXX ] to open a Citibank checking account and receive XXXX Ame…",vague app wording
delivery_issue,app_bug,0.25,My direct deposit has not hit my account.   Also the {$250.00} reward offered for opening a360 checking account was never received. Require…,weak delivery cues
delivery_issue,billing_problem,0.328,"i got a letter in the mail from discover, and XXXX offering me a balance transfer as far back as XX/XX/XXXX from discover and thay made thi…",low confidence
app_bug,refund_request,0.31,"On or about XX/XX/XXXX, I realized that my checking account balance, which is always high, was not adding up. I saw checks being honored fo…",refund vs billing overlap
refund_request,app_bug,0.234,Greeting XXXX  I write this complaint with deep frustration and PLEA.. I have been in contact with Chase Bank for 10 months consistently tr…,refund vs billing overlap
billing_problem,refund_request,0.342,on XX/XX/XXXX I received a deposit in 2 amounts {$300.00} and {$250.00} like I always do every week on XX/XX/XXXX i was defrauded out of {$…,low confidence
app_bug,billing_problem,0.625,"While focused on news of a widespread Covid Pandemic, received a letter from Discover indicating their desire to increase late fees as part…",vague app wording
delivery_issue,refund_request,0.253,I opened up a XXXX XXXX XXXX ( or sometimes referred to as Banco Popular ) account. I made an opening deposit of {$25.00} of which was to b…,weak delivery cues
delivery_issue,refund_request,0.276,My daughter and I sold a car that we were on the NOTE together. My daughter and her husband purchased a cashier 's check from PNC bank wher…,low confidence
app_bug,billing_problem,0.689,On XX/XX/XXXX I had a minimum payment due of XXXX. I made the payment on XX/XX/XXXX. In reviewing my account online today I noticed I got c…,mixed or ambiguous
delivery_issue,refund_request,0.288,"XX/XX/2018 I opened a business account with Mr XXXX, submitted the requested documents & checks for deposit to him. He opened the account. …",vague app wording
billing_problem,refund_request,0.392,I made an online purchase at Kohls for XXXX on XX/XX/21. A small part of the order ( around {$36.00} ) was delivered. The rest of the order…,refund vs billing overlap
refund_request,billing_problem,0.248,In XXXXXXXX XXXX XXXXXXXX I opened accounts and transferred {$100.00} into Navy Federal Credit Union.   I discovered today ( XX/XX/XXXX ) N…,low confidence
other,app_bug,0.35,"Urgent Complaint : Unlawful Withholding of Funds by Citibank To Whom It May Concern, My name is XXXX XXXX, and I am filing this complaint d…",vague app wording
refund_request,billing_problem,0.36,XX/XX/23 refund for {$96.00} was made from XXXX XXXX merchant. Bank of America says it it takes 5 days because they don't have the money ye…,refund vs billing overlap
refund_request,app_bug,0.312,"On XX/XX/year>, my employer, XXXX  XXXX XXXX, transferred {$40000.00} to reimburse me for expenses. The transfer was reflected in my accoun…",weak delivery cues
billing_problem,app_bug,0.247,Call many times Visit bank locations Speak with customer service The only answer is ( we could not do anything for you ) -,low confidence
app_bug,other,0.23,A workers compensation check was sent live check i deposited in my XXXX XXXX XXXX account sent as approved endorsed check as I normally do …,low confidence
delivery_issue,app_bug,0.238,"This is not a complaint, per se, but I had 2 credit cards disapprove and need to remedy the situation to prevent future issues. I receive i…",vague app wording
other,refund_request,0.224,Im XXXX  and have been since XX/XX/year>,low confidence
refund_request,billing_problem,0.332,I purchased clothes from XXXX XXXX XXXX. These clothes totaled {$120.00}. I received them damaged with holes and broken zipper. I filed a d…,low confidence
app_bug,refund_request,0.441,"Complaint type : Problem with a transaction or unauthorized charges Company : Chime Financial , Inc.  What happened : I was scammed out of …",refund vs billing overlap
app_bug,refund_request,0.272,"I am XXXX XXXX who is a XXXX citizen on XXXX I didn't add name or change name ( XXXX is first name, XXXX is last name ) but XXXX XXXX, XXXX…",vague app wording
billing_problem,app_bug,0.298,"Hello, I used Coinbase application.  On my Coinbase Account i had XXXX left, so i ordered to send them to my XXXX account on XX/XX/XXXX.   …",vague app wording
app_bug,other,0.257,This is absolutely absurd! I am writing this in response to my initial complaint against Equifax from claim # XXXX. My original complaint w…,low confidence
delivery_issue,app_bug,0.305,In deciding the outcome of a dispute Bank of American took {$75.00} out of my account triggering consumer protections under regulation E of…,low confidence
refund_request,billing_problem,0.304,"I 've banked with PNC Bank for nearly XXXX years, and I 'm finally leaving them because they charge ridiculous overdraft fees. I 've asked …",vague app wording
billing_problem,app_bug,0.288,I am posting my complaint here again because I am still having the same issue and Because Wells Fargo sent me a copy and paste answer to my…,vague app wording
refund_request,app_bug,0.251,I hope this letter finds you well. I am writing in response to your communication dated XX/XX/2023 in reference to my complaint submitted t…,vague app wording
billing_problem,refund_request,0.251,I am a victim of identity theft and fraud. When my funds were stolen from me I reported it to Bank Of America and they granted me credits. …,low confidence
refund_request,app_bug,0.302,This is my 3rd invoice concerning Santander Banking I would like to speak to a Government Representative for CFPB XXXX as it seems prior to…,refund vs billing overlap
app_bug,other,0.322,"XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX, Texas XXXX Date of Birth : XX/XX/XXXX SS # : XXXX XXXX XXXX XXXX XXXX XXX…",low confidence
refund_request,billing_problem,0.523,I have XXXX credit cards with Capital one for about 5 years. A year ago I called to let them know that I was having financial difficulties …,refund vs billing overlap
app_bug,refund_request,0.299,"XXXX XXXX checking account was hacked into on XXXX, XXXX, XXXX, at approximately, XXXXXXXX XXXX. The XXXX did a wire transfer to XXXX witho…",vague app wording
other,billing_problem,0.35,This inquiry pertains to claim number XXXX. I have attached XXXX XXXX  documents containing all relevant and necessary information to suppo…,low confidence
billing_problem,refund_request,0.267,On XX/XX/XXXX I was victim to a phishing attempt posing to be a XXXX opportunity from my college. I happened to apply to several work study…,vague app wording
billing_problem,refund_request,0.362,"Yesterday, XX/XX/XXXX, I visited a local Bank of America branch to deposit {$16000.00} cash ( bills of {$100.00}, {$50.00} and {$20.00} ) t…",low confidence
refund_request,app_bug,0.452,My name is XXXX XXXX XXXX I received an email on XXXX XXXX stating this Wells Fargo performs ongoing reviews of its account relationships i…,refund vs billing overlap
other,refund_request,0.276,I opened a Checking account wit h Capital One  on  XXXX . I deposited  XXXX  money orders in an ATM in the next several days and used the f…,vague app wording
billing_problem,refund_request,0.299,XXXX World Remit withdrew {$1200.00} XXXX cop from my account at XXXX XXXX for transfer to XXXX XXXX  XXXX.   World Remit transfered {$1100…,low confidence
other,billing_problem,0.349,I called customer service about trying to get some late payments off my credit report from last year due to COVID and my wife not working a…,low confidence
app_bug,refund_request,0.427,I seen her listing on XXXX about a house for rent and I tried to reach out to the person supposedly renting this property and at first we s…,vague app wording
app_bug,refund_request,0.343,"A total of {$10000.00} was illegally taken from my account. I live in Massachusetts and work in XXXX, NH while the crime was being done. Th…",low confidence
app_bug,billing_problem,0.394,XX/XX/year> contacted Navy Federal under a request for a hardship relief of payment. The request was submitted and agreed upon by the colle…,low confidence
app_bug,billing_problem,0.594,Citibank erroneously closed my XXXX  XXXX  credit card ending in XXXX on XX/XX/2024. Citibank did not provide any warning or notice prior t…,mixed or ambiguous
other,app_bug,0.263,"I requested a cashier 's check for $ XXXX on XX/XX/XXXX.   BBVA 's bank, Simple, removed those funds from my account on XX/XX/XXXX.   Simpl…",low confidence
app_bug,billing_problem,0.237,On XX/XX/2021 I payed a credit card bill to First XXXX Bank for the amount of XXXX. The next day I deposited XXXX cash in my checking at Ch…,vague app wording
app_bug,refund_request,0.235,My company XXXX XXXX XXXX XXXX XXXX was opened with Bank of America in XXXX Florida XXXX XXXX and XXXX XXXX location in XX/XX/XXXX. I have …,refund vs billing overlap
billing_problem,app_bug,0.325,"Formal Complaint Letter Consumer Financial Protection Bureau To Whom It May Concern, I am submitting this complaint against Citibank , N.A …",vague app wording
app_bug,billing_problem,0.433,"I APPLIED ONLINE FOR THE "" XXXX XXXX  XXXX '' CREDIT CARD, WITH A $ {$99.00} ANNUAL FEE. I HAD A FOLLOW UP PHONE CALL WITH BARCLAYS BANK WH…",vague app wording
delivery_issue,other,0.229,checking account XXXX under the name XXXX XXXX   was opened fraudulently and attached to the savings account XXXX with {$50000.00} that was…,low confidence
delivery_issue,billing_problem,0.334,I never received ONE bill for the Walmart credit card so how can I pay it if I dont have the information?,weak delivery cues
refund_request,billing_problem,0.279,I was under the impression from Navy Federal that if I paid my old debt from XXXX plus years ago I would be able to gain membership again. …,low confidence
delivery_issue,billing_problem,0.471,I was approved for XXXX XXXX ( XXXX Credit Card ) on XX/XX/2017 my limit was {$4500.00} and this was due to moving into my New three story …,vague app wording
refund_request,app_bug,0.248,"On XX/XX/2024 I transferred {$2500.00} from costumers bank into a new business account I created with Mercury Banking. On XXXX, XX/XX/2024 …",low confidence
app_bug,refund_request,0.309,I received a phone call from the Bank of Americas actual XXXX number saying they found fraudulent payments in my account. They explained th…,vague app wording
refund_request,billing_problem,0.291,I was charged an overdraft fee by U.S. Bank even though I deposited funds before the stated cutoff time.  The banks notice said that if I d…,refund vs billing overlap
app_bug,refund_request,0.325,My identity was stolen over a year ago and cash app denied my disputes. I was told they should have refunded my money because its a violati…,vague app wording
other,billing_problem,0.216,My ss was use for a loan I didnt apply for,vague app wording
refund_request,billing_problem,0.404,I purchased a trip with XXXX  company to travel to XXXX in the amount of {$2200.00} back in XXXX of XXXX. The travel time was in XX/XX/XXXX…,refund vs billing overlap
other,delivery_issue,0.241,Citi bank showed when I opened new eligible checking and savings accounts and deposited {$15000.00} within 30 days and maintain a minimun b…,low confidence
app_bug,billing_problem,0.482,charge with promotion made in XXXX. charge made in XXXX different payment structure.  I utilize the mobile app to pay which only shows 1 ba…,vague app wording
app_bug,billing_problem,0.446,"AMEX refuses to credit a promised promotion through "" AMEX OFFERS '' when a purchase was made to take advantage of a targeted "" Amex Offer …",vague app wording
delivery_issue,app_bug,0.246,I realized around XX/XX/XXXX that I had lost my XXXX XXXX card. I called and submitted a request to get a replacement card. After a week I …,low confidence
refund_request,billing_problem,0.348,"I had been using a Synchrony Bank XXXX XXXX ( XXXX ) for XXXX purchases for about XXXX  year. I was an excellent customer, without late pay…",weak delivery cues
other,refund_request,0.362,"I recently discovered that for the past year, i've had unauthorized non-chase ATM withdrawals from random locations. Since XXXX of last yea…",weak delivery cues
other,billing_problem,0.232,"Merchant name : XXXX XX/XX/XXXX, XXXX XXXX, XXXX 46 COMPLETE TRANSACTIONS {$3600.00} TOTAL COLLECTED I have an upcoming transfer of {$2300.…",low confidence
app_bug,billing_problem,0.269,I applied for the XXXX XXXX XXXX  card credit card. I was approved. After that I received a email from Barclays which appears to be the ban…,vague app wording
other,billing_problem,0.344,"On XX/XX/2024, my card issued by Aspire, XXXX XXXX XXXX was declined. I was told the reason was because I filed bankruptcy. This is false, …",vague app wording
refund_request,billing_problem,0.333,Business checking account with Capital One was closed in person at the branch 3 times and automatically reopened by Capital One due to vend…,refund vs billing overlap
app_bug,refund_request,0.33,I have several disputes I have done with Sofi bank from my card and online access information being stolen to falling victim of a scam to f…,low confidence
refund_request,billing_problem,0.37,Dear Sirs : Related to COMPLAINT ID XXXX SUBMITTED ON XX/XX/XXXX.   I would need additional information as XXXX  answered on XXXX ( after t…,refund vs billing overlap
refund_request,billing_problem,0.552,"In XX/XX/2017, I had an unauthorized transaction put on a Citi credit card that I had not been using for a long time ( and so, had not been…",refund vs billing overlap
billing_problem,refund_request,0.303,On XX/XX/2018 I attended a XXXX XXXX XXXX XXXX XXXX 3 day workshop which I paid {$2000.00} to attend. From that workshop we were offered an…,refund vs billing overlap
other,billing_problem,0.26,"Been trying to find copy of Bank of America card agreement from 2016, The agreement had promotion # ID XXXX.   Please locate and reply",low confidence
app_bug,refund_request,0.443,"Beginning in XXXX of 2021, I was defrauded by a company called Voyager who used ACH information from an app to make unauthorized charges ag…",refund vs billing overlap
other,delivery_issue,0.233,So initially I was sent a text message from a place who claimed to be capital one attempting to find a security deposit on the capital one …,vague app wording
delivery_issue,billing_problem,0.435,I am disputing a dental charge on my Bank of America debit card for implants placed in XXXX and XX/XX/. These implants failed three months …,low confidence
delivery_issue,other,0.237,"All in a sudden, American Express closed all my accounts on XX/XX/2021, without any clear explanation. Meanwhile, they took away more than …",vague app wording
billing_problem,app_bug,0.309,I've been requesting account access and my funds for a while now. They've requested verification of my identity with handwritten letter and…,low confidence
delivery_issue,billing_problem,0.351,"I had a Bank of America Credit card in the early XXXX, starting in XXXX. I ran up the card and was young and didn't pay it. I got a collect…",vague app wording
refund_request,billing_problem,0.431,"I have submitted a pervious complaint in regards to this matter, now on top of the XXXX they initially took, my account is now overdrawn by…",refund vs billing overlap
delivery_issue,app_bug,0.347,I reached out to MoneyGram because I could not log into my account which I have used DOZENS of times. He informed me that Money Gram closed…,weak delivery cues
app_bug,billing_problem,0.43,I have close to XXXX XXXX which was my available balance on XXXX XXXX. On that day I made a payment online for the amount of {$1500.00} to …,refund vs billing overlap
other,refund_request,0.227,"I have the prepaid card bluebird by American Express, I asked them to close the account and they refuse to do so because there is a XXXX XX…",low confidence
other,refund_request,0.272,"On XX/XX/2019 ( Friday ) I withdrew {$2500.00} from my credit union, ( XXXX ) I received 23 {$100.00} bills and {$200.00} in $ XXXX and $ X…",low confidence
delivery_issue,app_bug,0.325,Opened a Citi Checking & Savings accounts for a {$700.00} bonus.  - Funded the account and completed per instructions from beginning - Mult…,vague app wording
app_bug,refund_request,0.335,"on more than one occasion i have made deposits to my chase bank account, and the bank turned around and said the check i was depositing was…",low confidence
other,refund_request,0.254,"I had a Fraud with a company call XXXX! they offered to me an invest is gold through a professional broker of name XXXX, and trade every 3 …",low confidence
app_bug,billing_problem,0.315,Here 's an email that I sent to the bank manager that is a very good summary. The manager has never followed up with things they said they'…,refund vs billing overlap
app_bug,billing_problem,0.507,I called Capital One Mastercard on about XXXX/XXXX/2015 to request an interest rate reduction and spoke with XXXX ( ID # XXXX ). Shortly th…,low confidence
delivery_issue,refund_request,0.269,"My wife and I stopped by BB & T located at XXXX XXXX XXXX, XXXX GA. The checking account is in my name, and as we are waiting for my wife '…",vague app wording
refund_request,other,1.0,"I am writing to formally express my concerns regarding Zelle 's handling of disputes, particularly in light of the recent CFPB lawsuit high…",vague app wording
delivery_issue,refund_request,0.305,"I made a purchase with the company, "" XXXX XXXX XXXX XXXX '' on XX/XX/year> for {$4400.00}. My shipment ended up getting intercepted by the…",vague app wording
billing_problem,refund_request,0.26,"On Wednesday XX/XX/XXXX I received an email from Citi bank that they would be closing my account within 60 days, and that they were freezin…",low confidence
app_bug,billing_problem,0.275,I mistakenly paid my credit card bill twice this month. I tried to cancel the payment but XXXXXXXX XXXX told me this could not be done as t…,low confidence
app_bug,billing_problem,0.27,"I formerly held accounts with Chase Bank. After getting married, my husband and I decided to close all my Chase accounts ( checking, saving…",low confidence
app_bug,billing_problem,0.239,"In XXXX of XXXX i contacted barclays because i was unable to access my account online, { i stopped receiving paper bills }. They told me th…",low confidence
other,refund_request,0.355,Ok so i went to get my XXXX  XXXX  on the XXXX of XXXX and as soon as i get it fixed it says it detects some type of fraudulent activity an…,vague app wording
other,billing_problem,0.373,I was not granted any minimum payment forebearance waiver.  I did not make my XX/XX/XXXX minimum payment.  That is the help I needed in XX/…,low confidence
refund_request,billing_problem,0.438,"I am filing this formal complaint regarding a dispute with XXXX XXXX, a furniture store that has since filed for bankruptcy and ceased oper…",refund vs billing overlap
billing_problem,delivery_issue,0.224,"Before moving to XXXX XXXX in XXXX of 2012, I opened an checking account with Citibank in XXXX XXXX XXXX near my home. I opened this accoun…",weak delivery cues
other,refund_request,0.29,"I have been XXXX holder since 1 year.  The CEO, XXXX XXXX said XXXX is safe and secure, safer than the bank!!!   I put my crypto money on m…",low confidence
other,refund_request,0.289,they would hold my paycheck for a week and i would incur bank charges. even though the check cleared on the other end wells fargo would not…,low confidence
delivery_issue,refund_request,0.332,"On XX/XX/XXXX I received a XXXX deposit for a vehicle I was helping a family member sell.  On XX/XX/XXXX at XXXX I arrived at my bank, Key …",vague app wording
other,app_bug,0.256,went on XXXX to open a XXXX XXXX account with an advertisement that showed a bonus reward for depositing so much money into the account. I …,vague app wording
app_bug,billing_problem,0.431,I have attached a letter from Macy 's -- -- I cancelled by card with them a long time ago. They state it was a Macy/AmEx card . I do not ha…,low confidence
app_bug,billing_problem,0.419,"BANK OF AMERICA reported me late for the month of XX/XX/2018, this was not any error coused by my self, this was a post office error. they …",low confidence
billing_problem,other,0.263,"Fraud services ... disputes not resolved since XX/XX/2023 Also, wrong credit limit... it is higher ... wrong APR ... rewards not given prop…",low confidence
billing_problem,delivery_issue,0.225,In XX/XX/XXXX we moved my father from Massachusetts to live with us in Florida as he became severely XXXX. He died XX/XX/XXXX. I am his exe…,vague app wording
app_bug,billing_problem,0.352,"I have an account with PNC Bank. My purse was stolen and it had my debit card, license and other important mail, papers, bank documents whi…",low confidence
other,billing_problem,0.247,We were issued new cards on an account we don't use or want. I tried to close the account a few weeks ago ( one of the cards is in my name …,low confidence
delivery_issue,app_bug,0.306,"Hello, On XX/XX/XXXX I applied for the Citi XXXX Credit Card under a promotion stating that I would receive XXXX "" Bonus Thank You Points '…",vague app wording
other,refund_request,0.257,"I opened an account, XXXX days later, my account was closed for no reason, and I can no longer bank with Chase in the future. I had to forc…",low confidence
delivery_issue,refund_request,0.26,My friend tried to send me money via zelle and it didn't verify who she was sending to. It simply asked her to create a name for new contac…,vague app wording
billing_problem,app_bug,0.298,"On XX/XX/23, Complainant submitted a formal request for her account to be CLOSED, ( # XXXX ). Furthermore, she requested the DELETION of he…",low confidence
refund_request,billing_problem,0.427,"I had a credit card with Barclay 's. It was closed around XX/XX/XXXX, Mastercard ending XXXX. On or around XX/XX/XXXX XXXX XXXX issued a re…",refund vs billing overlap
billing_problem,refund_request,0.301,"I used my Capital One credit card to purchase the delivery of XXXX XXXX. The XXXX XXXX never arrived. When I reached out to the retailer, t…",refund vs billing overlap
app_bug,refund_request,0.304,We have a Health Savings Account ( HSA ) with UMB Bank. In XXXX 2015 we tried to contribute to the account by electronic transfer. The UMB …,refund vs billing overlap
other,app_bug,0.288,"Dear Consumer Financial Protection Bureau, I am reaching out to file a complaint regarding an unlawful account closure by XXXX XXXX. I did …",low confidence
app_bug,refund_request,0.44,XX/XX/year> her name is XXXX XXXX somehow this person stolen XXXX from my account through pay anyone. Somehow she got into my account new e…,low confidence
app_bug,billing_problem,0.301,"My complaint is with lack of transaction record traceability and possible data breach with CIticard.   On XX/XX/2019 at XXXX XXXX  Eastern,…",vague app wording
app_bug,refund_request,0.289,"Hello, I am writing due to Bank Wire that we sent to a company that has not received it.   On XX/XX/XXXX of XXXX  I went into a XXXX XXXX b…",refund vs billing overlap
delivery_issue,refund_request,0.281,I had a customer service experience over the phone with BMO so bad I was wanting my employer to let me go home early and recover and miss m…,low confidence
refund_request,billing_problem,0.419,I set up a TD Bank checking account in my former state and then moved to a new state where there are no TD Bank branches. I have called for…,refund vs billing overlap
app_bug,refund_request,0.267,I opened a suntrust account XX/XX/XXXX online once approved I made a deposit with my tax return check of around {$340.00} I waited a week b…,vague app wording
app_bug,refund_request,0.267,"On XX/XX/2019, US Bank made an erroneous debit of {$290.00} to my checking account. This made my account go negative. On XX/XX/2019, US Ban…",vague app wording
billing_problem,refund_request,0.243,I am trying to send this to capital one but my phone is overdue now that I dont have any money in my account there so that is a hardship.  …,low confidence
billing_problem,refund_request,0.359,"On XX/XX/2022, i woke up to check my email as i usually do and come to find out it said my account balance is low. So i went to check my ac…",low confidence
billing_problem,refund_request,0.27,"I attempted to cash a payroll check, having lost my id I went with a person I did not know too well ; but thought that in a Chase the trans…",low confidence
app_bug,billing_problem,0.217,"i was XXXX for a year due to XXXX XXXX i picked up in college.  my card was used everyday while i was in XXXX, my debit cards and all.my be…",low confidence
billing_problem,app_bug,0.23,"I received a bill in the mail from Chase for a credit card I did not have. Although it looked legitimate, I doubted that it was real. I loo…",low confidence
refund_request,billing_problem,0.329,"On XX/XX/2022 I paid to stay at XXXX XXXX XXXX on XXXX XXXX. in XXXX, TN for a month. There were many problems with the hotel. One of the m…",refund vs billing overlap
other,refund_request,0.271,I use HSBC services. on XXXX XXXX XXXX a PREAUTHORIZED payment of {$29000.00} XXXX  was made to an unknown amount in XXXX extracted from my…,low confidence
app_bug,billing_problem,0.717,I was offered care credit while at a dentist office for a procedure. At the time of the procedure the receptionist came to me while I was i…,vague app wording
app_bug,refund_request,0.285,"XX/XX/year> - At first, I received a call from XXXX, telling me that a purchase was made on my account for over {$1500.00}, using my credit…",vague app wording
other,billing_problem,0.261,"In XXXX, a payment of XXXX was returned. Since then, every single payment has been on hold for over 7 days. I called to speak with the comp…",low confidence
other,app_bug,0.398,"I purchased a {$200.00} gift card from XXXX on XX/XX/2023. I have not been able to use it at my landlord ( XXXX XXXX, XX/XX/2023 ), at XXXX…",low confidence
